time_ms,voltage_mV,m,h,n
26.175,-49.304943383907535,0.1989139996051351,0.40701853804457,0.4194394809486453
26.2,-48.8958882251556,0.2028554081858352,0.4054951673444261,0.4202836803844915
26.225,-48.45606636506268,0.20706321013487056,0.40390223800080644,0.42116540713379325
26.25,-47.98189628469322,0.2115658367996244,0.4022329539752073,0.4220880345360947
26.275000000000002,-47.46925744704727,0.2163956622622069,0.40047955347827885,0.4230553822371432
26.3,-46.9133923148279,0.22158966432566546,0.3986331390105691,0.4240717917331874
26.325,-46.30878813690447,0.22719021100184833,0.3966834745273938,0.42514221724390966
26.35,-45.64903411015917,0.23324599714433372,0.39461874427907717,0.4262723354152249
26.375,-44.92664867517223,0.23981315978706907,0.3924252681938726,0.42746867818118806
26.400000000000002,-44.13287082055996,0.246956604336193,0.39008717030091444,0.4287387941082296
26.425,-43.257408477568255,0.25475157603227605,0.38758600085760203,0.4300914447030993
26.45,-42.28813663967885,0.2632855101848085,0.38490032166881366,0.43153684344795995
26.475,-41.21073822847201,0.27266018717679963,0.3820052810974929,0.4330869466137534
26.5,-40.008282834111625,0.2829941981215044,0.3788722360444909,0.4347558059300256
26.525000000000002,-38.66074385176762,0.2944256839364849,0.37546853075835535,0.43655999342141844
26.55,-37.14446589752336,0.30711522706845046,0.37175762637126114,0.43851910715807046
26.575,-35.43161619031159,0.32124862304140395,0.3676998970212635,0.4406563615381529
26.6,-33.489693045778125,0.3370389955120616,0.36325455755697966,0.4429992540508804
